"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17","Step 5: DELETE - DELETE /VisibilityTenantSettings/deleteconfiguration","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","8911","POST /api/Tenant/notifiytenant - Should send notification to tenant","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","16","Step 4: GET - Verify update - GET /api/CourseSkill/getallcourseskillbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","333","should reject invalid email in bulk invite","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/bulkinviteuser","Admin-API/UserManagement.spec.js","",""
"","336","should reject invalid pagination parameters","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getusers","Admin-API/UserManagement.spec.js","",""
"","358","Step 1: CREATE - POST /VisibilityTenantSettings/createtenantsettings","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","24","Step 4: GET - Verify update - GET /api/Course/getbyidcourse","","2026-01-27","skipped","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","24","should require authentication","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Negative Tests","Admin-API/Notification.spec.js","",""
"","485","should update existing page section","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > PUT /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"Complete validation of Course API including levels, types, CRUD operations, and retrieval","1931","Course API - Complete Validation: CRUD + Levels + Types + GetAll","","2026-01-27","failed","2026-01-27","Course Management API","Course/CourseCrud.spec.js","",""
"","340","should delete payment gateway config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","525","NEGATIVE: should reject update with empty section name","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > PUT /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","1797","POST /api/Tenant/createsubscriptiondata - Should fail without tenant ID","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","341","should reject update with invalid settings ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","30","Step 5: DELETE - DELETE /api/Audio/deletebyidaudio/{id}","","2026-01-27","skipped","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","463","should validate email with domain","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/validateemail","Marketing-API/CourseData.spec.js","",""
"","1116","should handle invalid endpoint gracefully","","2026-01-27","passed","2026-01-27","Admin API - FeatureFlag Tests > Negative Tests","Admin-API/FeatureFlag.spec.js","",""
"Validate subscription plan creation with Weekly, Monthly, and Yearly validity types","1312","Subscription API - Create Plan with Different Validity Types","","2026-01-27","failed","2026-01-27","Subscription Management API","Client/Subscription.spec.js","",""
"","339","should handle missing configuration ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"Validate API rejects unauthorized session operations","1225","Sessions API - Unauthorized Access","","2026-01-27","passed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Sessions.spec.js","",""
"Complete validation of Quiz API including Quiz CRUD, Question CRUD, and assignment operations","1463","Quiz API - Complete CRUD Operations: Create Quiz, Create Question, Update, GetAll, Delete","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"Validate the getallplans endpoint returns all available subscription plans with proper structure","543","Subscription API - Get All Plans Validation","","2026-01-27","failed","2026-01-27","Subscription Management API","Client/Subscription.spec.js","",""
"Validate API handles deletion of non-existent sessions","464","Sessions API - Delete Non-existent Session","","2026-01-27","passed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Sessions.spec.js","",""
"","333","should create tenant settings with minimal fields","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","527","Get Content Reviews","","2026-01-27","failed","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription - Additional Operations","Client-API/Subscription.spec.js","",""
"","498","should get all page sections or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > GET /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","352","should retrieve all notifications","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - List Operations","Admin-API/Notification.spec.js","",""
"","13","Step 5: DELETE - DELETE /VisibilityTenantSettings/deletesettings","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","394","Setup: Create parent course and section for lession tests","","2026-01-27","passed","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","508","should update existing product details","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - PUT /api/SectionProductDetails/sectionproductdetails","Marketing-API/PageContent.spec.js","",""
"","522","should create new product details with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - POST /api/SectionProductDetails/sectionproductdetails","Marketing-API/PageContent.spec.js","",""
"","344","should create payment gateway config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","23","Step 2: GET - GET /api/CourseSection/getallcoursesectionbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate API handles ending non-existent sessions","327","ChatSession API - End Non-existent Session","","2026-01-27","passed","2026-01-27","Chat Session Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/ChatSession.spec.js","",""
"","522","NEGATIVE: should handle non-existent page ID","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > GET /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"","55","Step 1: CREATE - POST /api/CourseSection/createcoursesection","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1612","GET /api/Tenant/getenantbyclientid - Should return tenant by client ID or 404","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","330","should reject configuration with missing required fields","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","518","should create new product content with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - POST /api/SectionProductContent/sectionproductcontent","Marketing-API/PageContent.spec.js","",""
"","337","should update user role","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updateuserroleinusers","Admin-API/UserManagement.spec.js","",""
"","1840","GET /api/Tenant/gettenantsbyid - Should return tenant by ID or 404","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","368","should update user profile with all fields","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updateuserprofile","Admin-API/UserManagement.spec.js","",""
"","500","should update existing static content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - PUT /api/PageSectionStaticContent/pagesectionstaticcontent","Marketing-API/PageContent.spec.js","",""
"Complete validation of Badges API with valid operations","554","Badges API - Complete Operations (Positive)","","2026-01-27","failed","2026-01-27","Badges Management API - Comprehensive Testing > ✅ POSITIVE TEST CASES","Client-API/Badges.spec.js","",""
"","335","should update payment gateway config","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Payment Gateway Config - Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","564","NEGATIVE: should reject invalid button URL","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - POST /api/PageSectionStaticContent/pagesectionstaticcontent","Marketing-API/PageContent.spec.js","",""
"","4622","GET /api/Tenant/getalltenants - Should return all tenants or empty array","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"Validate API rejects invalid string formats in category names","354","Category API - String Validation Failures","","2026-01-27","passed","2026-01-27","Category Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Categories.spec.js","",""
"Validate the getquizlevels endpoint returns all available quiz difficulty levels","602","Quiz API - Get Quiz Levels Validation","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"","16","Step 6: GET - Verify deletion - GET /api/Course/getbyidcourse (expect 204/404)","","2026-01-27","skipped","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate API rejects unauthorized access","1349","Certificates API - Unauthorized Access","","2026-01-27","passed","2026-01-27","Certificates Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Certificates.spec.js","",""
"","337","should handle missing user ID parameter","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/details","Admin-API/UserManagement.spec.js","",""
"","342","should reject update with invalid notification ID","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - Additional Tests","Admin-API/Notification.spec.js","",""
"","21","Step 4: GET - Verify notification after UPDATE","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","343","should invite a single user","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/inviteuser","Admin-API/UserManagement.spec.js","",""
"","528","should get all static content or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - GET /api/PageSectionStaticContent/pagesectionstaticcontent","Marketing-API/PageContent.spec.js","",""
"","24","Step 3: UPDATE - PUT /api/ContentDocument/updatecontentdocument","","2026-01-27","skipped","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate API rejects invalid watch progress values","359","User Course API - Invalid Progress Values","","2026-01-27","passed","2026-01-27","User Course Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","474","GET /api/Course/coursestypes","","2026-01-27","failed","2026-01-27","Course API - Course Module CRUD Flow > Lookup Endpoints","Course-API/CourseAPI.spec.js","",""
"","1018","NEGATIVE: should reject invalid section ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - POST /api/SectionProductContent/sectionproductcontent","Marketing-API/PageContent.spec.js","",""
"","478","NEGATIVE: should reject invalid email format","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/inviteuser","Marketing-API/CourseData.spec.js","",""
"","481","should get feature availability","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getfeatureavaibility","Marketing-API/CourseData.spec.js","",""
"","499","should get course by ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyidcourse","Marketing-API/CourseData.spec.js","",""
"","2063","POST /api/Tenant/createtenant - Should fail with incomplete data","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","14","Step 5: DELETE - DELETE /api/Video/deletevideo","","2026-01-27","skipped","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","18","Step 2: GET - Verify settings after CREATE","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","1244","should handle deletion of non-existent user","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > DELETE /UserManagement/deleteuserprofile/{userId}","Admin-API/UserManagement.spec.js","",""
"","339","should handle empty result set","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getuserroles","Admin-API/UserManagement.spec.js","",""
"","461","NEGATIVE: should handle non-existent video ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/details/{videoId}","Marketing-API/CourseData.spec.js","",""
"","13","Step 6: GET - Verify settings after DELETE","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","1593","POST /api/Tenant/createtenant - Should create new tenant","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","524","NEGATIVE: should reject missing page ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > POST /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","517","should get static content by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - GET /api/PageSectionStaticContent/pagesectionstaticcontent/{id}","Marketing-API/PageContent.spec.js","",""
"","337","should reject payment config with missing tenant ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"Validate API handles boundary values correctly","387","Category API - Boundary Value Testing","","2026-01-27","passed","2026-01-27","Category Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Categories.spec.js","",""
"","344","should reject pagination with negative page number","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > Negative Tests","Admin-API/UserManagement.spec.js","",""
"","17","Step 4: GET - Verify configuration after UPDATE","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","14","Step 4: GET - Verify settings after UPDATE","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","494","should get payment gateway config with tenant ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getlinkedconfig","Marketing-API/CourseData.spec.js","",""
"","15","Step 5: DELETE - DELETE /api/CourseSection/deletebyidcoursesection/{id}","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","502","NEGATIVE: should reject missing required page section ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - POST /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"","2376","POST /api/Tenant/createcustomer - Should create new customer","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","15","Step 6: GET - Verify template after DELETE","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification Template - CRUD Flow","Admin-API/Notification.spec.js","",""
"","18","Step 3: UPDATE - PUT /api/CourseSkill/updatecourseskill","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","529","should invalidate dynamic content cache","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - POST /api/PageSectionDynamicContent/invalidatecache","Marketing-API/PageContent.spec.js","",""
"","16","Step 1: CREATE - POST /api/CourseSkill/createcourseskill","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","351","should delete user profile picture","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > DELETE /UserManagement/deleteprofilepicture","Admin-API/UserManagement.spec.js","",""
"","511","NEGATIVE: should reject invalid rating value","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - POST /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"Validate API rejects requests with missing required parameters","333","UserNotification API - Missing Required Parameters","","2026-01-27","passed","2026-01-27","User Notification Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserNotification.spec.js","",""
"","340","should retrieve tenant default templates","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"","1737","POST /api/Tenant/notifiytenant - Should fail without required domain","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","556","NEGATIVE: should reject empty page name","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > POST /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"Validate API handles invalid certificate sharing","344","Certificates API - Share Certificate with Invalid Data","","2026-01-27","passed","2026-01-27","Certificates Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Certificates.spec.js","",""
"","395","Get All Subscription Plans","","2026-01-27","failed","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription - Additional Operations","Client-API/Subscription.spec.js","",""
"","15","Step 6: GET - Verify deletion - GET /api/CourseLession/getbyidcourselession (expect 204/404)","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","545","should delete existing dynamic content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - DELETE /api/PageSectionDynamicContent/pagesectiondynamiccontent/{id}","Marketing-API/PageContent.spec.js","",""
"","23","Step 4: GET - Verify update - GET /api/CourseSection/getallcoursesectionbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","348","Step 1: CREATE - POST /Notification/createnotificationtemplates","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - CRUD Flow","Admin-API/Notification.spec.js","",""
"","340","should retrieve users with filters","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getusers","Admin-API/UserManagement.spec.js","",""
"","22","Step 3: UPDATE - PUT /api/CourseSection/updatecoursesection","","2026-01-27","skipped","2026-01-27","Course API - CourseSection Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","52","Step 2: GET - Verify document after CREATE","","2026-01-27","skipped","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","58","Step 3: UPDATE - PUT /Subscription/updatesubscriptiondata","","2026-01-27","skipped","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","332","should retrieve paginated user roles","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getuserroles","Admin-API/UserManagement.spec.js","",""
"","372","should validate email format","","2026-01-27","failed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/validateemail","Admin-API/UserManagement.spec.js","",""
"","339","should reject invalid configuration data","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","486","NEGATIVE: should return conflict if page cannot be deleted","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > DELETE /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"","366","should retrieve all configurations","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - List Operations","Admin-API/VisibilityTenantSettings.spec.js","",""
"","18","Step 6: GET - Verify configuration after DELETE","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","481","NEGATIVE: should handle non-existent section ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > GET /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"Complete validation of Subscription API including Create Plan, Get All Plans, and Get Plan By ID","576","Subscription API - Complete CRUD Flow: Create Plan, Get All Plans, Get Plan By ID","","2026-01-27","failed","2026-01-27","Subscription Management API","Client/Subscription.spec.js","",""
"","21","Step 6: GET - Verify document after DELETE","","2026-01-27","skipped","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","27","Step 3: UPDATE - PUT /VisibilityTenantSettings/updateconfiguration","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","461","NEGATIVE: should reject non-numeric video ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/details/{videoId}","Marketing-API/CourseData.spec.js","",""
"","458","NEGATIVE: should require contentId and contentTypeId","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getcontentreviews","Marketing-API/CourseData.spec.js","",""
"","1238","NEGATIVE: should handle non-existent document ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyidcontentdocument","Marketing-API/CourseData.spec.js","",""
"Validate API rejects invalid webinar documents","338","Sessions API - Invalid Webinar Document","","2026-01-27","passed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Sessions.spec.js","",""
"","594","should get product content by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - GET /api/SectionProductContent/sectionproductcontent/{id}","Marketing-API/PageContent.spec.js","",""
"","30","Step 6: GET - Verify preference after DELETE (No GET endpoint available)","","2026-01-27","skipped","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"","48","Step 2: GET - GET /api/Course/getbyidcourse","","2026-01-27","skipped","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","18","Step 2: GET - Verify notification after CREATE","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","501","should delete existing marketing page","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > DELETE /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"","0","GET /api/Tenant/gettenantsbyid - Should fail without authentication","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","23","Step 5: DELETE - DELETE /api/Course/deletebyidcourse/{id}","","2026-01-27","skipped","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","355","should reject pagination with excessive page size","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > Negative Tests","Admin-API/UserManagement.spec.js","",""
"","341","should handle deletion of non-existent template","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"Validate API rejects invalid category creation","461","Category API - Create with Invalid Data","","2026-01-27","passed","2026-01-27","Category Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Categories.spec.js","",""
"","356","should update user profile with minimal fields","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updateuserprofile","Admin-API/UserManagement.spec.js","",""
"","527","NEGATIVE: should reject invalid content ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - POST /api/SectionProductContent/sectionproductcontent","Marketing-API/PageContent.spec.js","",""
"","345","should reject settings with invalid configuration ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"Validate API rejects requests with missing required fields","347","User Course API - Missing Required Fields","","2026-01-27","passed","2026-01-27","User Course Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","452","should handle missing tenant ID param","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getlinkedconfig","Marketing-API/CourseData.spec.js","",""
"","506","should get active marketing pages","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > GET /api/Marketingpages/marketingpages/active [DEPRECATED]","Marketing-API/MarketingPages.spec.js","",""
"","1558","should retrieve feature availability","","2026-01-27","failed","2026-01-27","Admin API - FeatureFlag Tests > GET /FeatureFlag/getfeatureavaibility","Admin-API/FeatureFlag.spec.js","",""
"","14","Step 6: GET - Verify deletion - GET /api/ContentDocument/getbyidcontentdocument (expect 204/404)","","2026-01-27","skipped","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
